trip_id,customer_id,trip_time,origin_zone,destination_zone,origin_x,origin_y,destination_x,destination_y,distance_km,duration_minute,rain,rush_hour,base_price,delta_price,final_price,customer_accept_prob,customer_accept
3759,customer_114,2024-03-22 05:12:00,zone_07,zone_06,6.72,9.485,5.05,7.776,2.389,11.32,0,0,29994.0,4369.0,34363.0,0.7887,0
3760,customer_059,2024-02-16 04:56:00,zone_06,zone_07,5.282,8.908,6.774,6.111,3.17,9.9,0,0,33970.0,-15.0,33955.0,0.8451,1
3761,customer_127,2024-03-16 01:28:00,zone_03,zone_09,2.784,7.409,8.635,9.897,6.358,19.95,0,0,58123.0,3584.0,61707.0,0.5388,1
3762,customer_075,2024-03-15 20:50:00,zone_04,zone_03,3.595,5.105,2.426,6.429,1.766,9.77,0,0,25481.0,-1917.0,23564.0,0.9022,1
3763,customer_033,2024-03-28 23:05:00,zone_09,zone_10,8.26,3.844,9.509,7.728,4.08,12.65,0,0,40805.0,6404.0,47209.0,0.6991,1
3764,customer_058,2024-02-02 15:50:00,zone_01,zone_10,0.575,7.034,9.136,6.41,8.584,23.15,0,0,73079.0,5398.0,78477.0,0.6264,1
3765,customer_099,2024-02-26 06:42:00,zone_08,zone_05,7.685,0.095,4.193,8.054,8.691,29.6,1,0,76946.0,8443.0,85389.0,0.7899,1
3766,customer_102,2024-03-14 21:14:00,zone_09,zone_10,8.278,5.243,9.768,3.906,2.002,9.0,0,0,26512.0,6319.0,32831.0,0.627,1
3767,customer_184,2024-01-21 04:47:00,zone_08,zone_09,7.06,6.787,8.825,4.344,3.014,13.41,1,0,34789.0,2074.0,36863.0,0.8797,0
3768,customer_117,2024-01-21 15:44:00,zone_01,zone_01,0.545,7.538,0.401,3.352,4.188,17.69,1,0,43973.0,9314.0,53287.0,0.9049,1
3769,customer_101,2024-02-05 13:53:00,zone_08,zone_01,7.427,4.511,0.421,5.765,7.117,22.71,0,0,64057.0,649.0,64706.0,0.5203,1
3770,customer_097,2024-02-02 16:12:00,zone_08,zone_08,7.232,7.451,7.073,3.746,3.708,20.16,0,1,42328.0,17876.0,60204.0,0.7493,1
3771,customer_033,2024-03-08 21:53:00,zone_01,zone_08,0.131,0.958,7.837,9.879,11.788,33.08,0,0,97268.0,550.0,97818.0,0.1685,0
3772,customer_149,2024-03-25 18:45:00,zone_09,zone_03,8.923,2.333,2.487,6.03,7.422,33.6,1,1,71332.0,22408.0,93740.0,0.7538,1
3773,customer_152,2024-01-15 23:20:00,zone_02,zone_05,1.322,1.446,4.987,3.357,4.133,12.41,0,0,41003.0,3990.0,44993.0,0.9101,1
3774,customer_082,2024-01-30 06:21:00,zone_10,zone_06,9.608,3.398,5.392,5.082,4.54,16.73,0,0,45605.0,3806.0,49411.0,0.5725,1
3775,customer_068,2024-03-24 01:15:00,zone_01,zone_05,0.708,3.442,4.456,7.806,5.753,18.32,1,0,53678.0,11423.0,65101.0,0.7956,1
3776,customer_009,2024-02-23 02:28:00,zone_03,zone_01,2.38,3.739,0.691,8.061,4.64,14.34,0,0,45010.0,750.0,45760.0,0.6589,1
3777,customer_124,2024-01-19 17:53:00,zone_07,zone_03,6.902,4.658,2.189,6.371,5.015,25.07,0,1,52625.0,11399.0,64024.0,0.8417,1
3778,customer_109,2024-02-24 19:50:00,zone_02,zone_09,1.372,4.363,8.145,0.023,8.044,21.0,0,0,68764.0,5329.0,74093.0,0.5414,0
3779,customer_160,2024-03-19 06:08:00,zone_02,zone_01,1.85,4.905,0.731,8.686,3.943,14.6,0,0,40958.0,1825.0,42783.0,0.879,1
3780,customer_067,2024-02-03 02:07:00,zone_01,zone_07,0.112,7.526,6.221,9.098,6.308,19.15,0,0,57423.0,-2827.0,54596.0,0.7672,1
3781,customer_126,2024-02-13 20:03:00,zone_09,zone_07,8.265,1.42,6.342,8.716,7.545,24.51,0,0,67525.0,5178.0,72703.0,0.4365,0
3782,customer_111,2024-02-25 16:36:00,zone_01,zone_10,0.376,3.507,9.565,6.711,9.732,39.56,1,1,88172.0,28598.0,116770.0,0.4654,1
3783,customer_105,2024-03-16 08:18:00,zone_07,zone_10,6.326,0.001,9.875,0.271,3.559,19.57,0,1,41139.0,10713.0,51852.0,0.7702,1
3784,customer_070,2024-02-20 09:45:00,zone_06,zone_10,5.823,0.282,9.45,9.508,9.913,36.25,0,1,87603.0,18215.0,105818.0,0.5873,1
3785,customer_168,2024-03-27 14:45:00,zone_06,zone_06,5.112,6.064,5.413,0.678,5.394,17.02,0,0,50874.0,2959.0,53833.0,0.4086,0
3786,customer_161,2024-03-08 02:11:00,zone_04,zone_01,3.752,8.76,0.418,1.495,7.993,27.03,0,0,71473.0,-1968.0,69505.0,0.4783,1
3787,customer_011,2024-02-07 18:41:00,zone_03,zone_03,2.996,3.059,2.773,6.279,3.228,19.24,0,1,38988.0,10313.0,49301.0,0.7265,1
3788,customer_160,2024-02-13 08:45:00,zone_10,zone_05,9.569,4.019,4.755,4.618,4.851,22.85,0,1,50531.0,13164.0,63695.0,0.9398,1
3789,customer_155,2024-03-03 15:59:00,zone_08,zone_01,7.854,2.099,0.391,7.548,9.241,25.71,0,0,78301.0,2547.0,80848.0,0.6658,0
3790,customer_052,2024-01-07 18:43:00,zone_10,zone_01,9.227,1.428,0.371,6.331,10.123,36.69,0,1,89083.0,15715.0,104798.0,0.5163,1
3791,customer_180,2024-01-21 14:21:00,zone_08,zone_04,7.339,8.841,3.24,0.042,9.707,25.0,0,0,80742.0,4167.0,84909.0,0.4086,0
3792,customer_020,2024-01-22 23:59:00,zone_09,zone_04,8.29,5.721,3.873,6.428,4.473,13.42,0,0,43548.0,6058.0,49606.0,0.9305,1
3793,customer_181,2024-03-13 23:16:00,zone_10,zone_06,9.642,7.049,5.808,8.582,4.129,14.3,1,0,41924.0,6427.0,48351.0,0.7639,1
3794,customer_059,2024-03-15 23:48:00,zone_05,zone_10,4.536,8.819,9.329,8.521,4.802,13.24,0,0,45432.0,-3179.0,42253.0,0.7761,1
3795,customer_169,2024-03-14 08:22:00,zone_10,zone_04,9.069,5.884,3.912,1.574,6.721,29.41,0,1,65031.0,16912.0,81943.0,0.7917,0
3796,customer_048,2024-01-10 16:56:00,zone_01,zone_01,0.431,1.803,0.481,3.474,1.672,18.23,1,1,29147.0,23025.0,52172.0,0.955,1
3797,customer_049,2024-01-27 22:46:00,zone_02,zone_06,1.079,7.133,5.4,1.195,7.344,19.88,0,0,64004.0,2170.0,66174.0,0.8127,1
3798,customer_041,2024-01-29 16:35:00,zone_05,zone_04,4.904,7.478,3.58,7.515,1.325,14.01,0,1,24955.0,13988.0,38943.0,0.9473,1
3799,customer_060,2024-01-03 20:12:00,zone_05,zone_10,4.54,4.139,9.011,6.276,4.955,14.9,0,0,47180.0,3653.0,50833.0,0.6988,0
3800,customer_170,2024-01-24 08:11:00,zone_05,zone_05,4.382,6.168,4.315,4.844,1.326,14.42,0,1,25166.0,8985.0,34151.0,0.7372,1
3801,customer_148,2024-02-08 15:56:00,zone_06,zone_04,5.372,4.845,3.218,2.998,2.837,7.08,0,0,30562.0,-5262.0,25300.0,0.9717,1
3802,customer_200,2024-03-20 12:48:00,zone_06,zone_08,5.384,3.33,7.239,7.871,4.905,16.08,1,0,47470.0,10571.0,58041.0,0.9399,1
3803,customer_186,2024-01-16 09:30:00,zone_09,zone_05,8.706,6.724,4.933,7.914,3.956,18.01,0,1,42741.0,13283.0,56024.0,0.88,1
3804,customer_066,2024-03-18 20:52:00,zone_04,zone_06,3.459,2.475,5.551,4.912,3.212,9.23,0,0,33887.0,504.0,34391.0,0.7671,0
3805,customer_084,2024-03-14 07:46:00,zone_04,zone_02,3.162,3.275,1.521,1.244,2.611,16.08,0,1,33706.0,11180.0,44886.0,0.7928,1
3806,customer_082,2024-01-15 09:23:00,zone_08,zone_04,7.019,4.057,3.752,4.654,3.321,17.23,0,1,38541.0,9924.0,48465.0,0.9104,1
3807,customer_141,2024-01-24 23:49:00,zone_07,zone_01,6.485,6.146,0.464,8.961,6.647,24.15,1,0,61957.0,16587.0,78544.0,0.6856,0
3808,customer_125,2024-02-11 02:47:00,zone_09,zone_08,8.298,8.522,7.549,5.841,2.784,16.64,1,0,35024.0,13069.0,48093.0,0.9772,1
3809,customer_094,2024-03-25 02:28:00,zone_04,zone_03,3.093,6.149,2.456,7.54,1.53,8.48,0,0,23420.0,-2408.0,21012.0,0.9006,1
3810,customer_102,2024-03-11 18:01:00,zone_01,zone_02,0.064,7.261,1.205,2.947,4.462,21.02,0,1,47282.0,14820.0,62102.0,0.5422,0
3811,customer_029,2024-03-28 11:44:00,zone_10,zone_06,9.441,2.927,5.895,3.432,3.582,12.38,0,0,37682.0,4653.0,42335.0,0.8663,1
3812,customer_197,2024-01-29 05:20:00,zone_01,zone_06,0.442,5.874,5.794,1.171,7.125,20.68,0,0,63090.0,1478.0,64568.0,0.6371,1
3813,customer_110,2024-03-22 12:21:00,zone_07,zone_04,6.8,1.039,3.158,3.428,4.356,12.67,0,0,42471.0,8098.0,50569.0,0.5641,1
3814,customer_047,2024-03-27 07:42:00,zone_04,zone_10,3.218,4.633,9.624,1.696,7.047,34.27,1,1,69417.0,16473.0,85890.0,0.7238,1
3815,customer_060,2024-02-23 05:48:00,zone_05,zone_07,4.235,6.899,6.355,5.39,2.602,13.52,0,0,32372.0,-3742.0,28630.0,0.877,1
3816,customer_157,2024-01-14 18:05:00,zone_09,zone_10,8.38,1.797,9.264,3.938,2.316,13.85,0,1,30821.0,11442.0,42263.0,0.9539,1
3817,customer_022,2024-01-25 17:49:00,zone_05,zone_04,4.196,9.021,3.006,8.358,1.362,17.29,0,1,26817.0,12360.0,39177.0,0.8772,1
3818,customer_185,2024-01-12 20:17:00,zone_02,zone_06,1.444,4.172,5.518,3.827,4.089,15.04,1,0,42054.0,12113.0,54167.0,0.8752,0
3819,customer_075,2024-03-13 22:33:00,zone_08,zone_05,7.544,6.711,4.135,2.123,5.716,16.77,0,0,52681.0,196.0,52877.0,0.745,1
3820,customer_064,2024-01-29 05:52:00,zone_01,zone_05,0.202,4.699,4.133,0.842,5.507,17.33,0,0,51707.0,5129.0,56836.0,0.7245,0
3821,customer_022,2024-03-04 17:13:00,zone_03,zone_01,2.747,7.323,0.478,2.526,5.307,30.36,1,1,57022.0,23981.0,81003.0,0.8004,1
3822,customer_033,2024-01-25 19:13:00,zone_06,zone_03,5.381,5.843,2.196,6.974,3.38,12.01,0,0,36285.0,-678.0,35607.0,0.6811,1
3823,customer_161,2024-03-28 01:58:00,zone_05,zone_09,4.378,1.226,8.693,6.262,6.632,23.4,1,0,61492.0,9334.0,70826.0,0.9044,0
3824,customer_102,2024-03-10 08:22:00,zone_07,zone_09,6.202,9.247,8.499,6.199,3.817,22.25,0,1,44027.0,12252.0,56279.0,0.7176,0
3825,customer_086,2024-02-03 18:56:00,zone_04,zone_02,3.813,6.601,1.051,8.582,3.399,21.52,0,1,41154.0,10218.0,51372.0,0.9138,0
3826,customer_117,2024-02-12 08:21:00,zone_04,zone_01,3.906,4.721,0.181,2.528,4.323,22.83,0,1,47353.0,12005.0,59358.0,0.8462,1
3827,customer_150,2024-01-06 20:37:00,zone_04,zone_02,3.487,6.766,1.02,4.708,3.213,13.07,0,0,35813.0,145.0,35958.0,0.8503,1
3828,customer_148,2024-01-13 16:30:00,zone_09,zone_07,8.873,2.609,6.388,1.682,2.652,16.43,0,1,34127.0,19433.0,53560.0,0.9176,1
3829,customer_080,2024-03-30 15:59:00,zone_01,zone_03,0.173,7.69,2.398,2.188,5.935,17.37,1,0,54295.0,6768.0,61063.0,0.8988,1
3830,customer_032,2024-03-14 15:33:00,zone_10,zone_08,9.396,4.112,7.626,3.709,1.815,11.19,0,0,26485.0,3136.0,29621.0,0.9179,1
3831,customer_120,2024-03-16 11:30:00,zone_04,zone_01,3.582,8.05,0.058,7.071,3.657,10.07,0,0,36977.0,1989.0,38966.0,0.5519,0
3832,customer_181,2024-02-27 07:27:00,zone_04,zone_08,3.649,2.741,7.158,8.337,6.605,26.44,0,1,62850.0,19089.0,81939.0,0.6704,1
3833,customer_091,2024-01-20 01:22:00,zone_08,zone_09,7.259,7.903,8.864,3.072,5.091,18.06,1,0,49576.0,9849.0,59425.0,0.9032,1
3834,customer_036,2024-01-10 21:26:00,zone_04,zone_01,3.883,9.067,0.448,3.978,6.14,17.34,0,0,55510.0,-937.0,54573.0,0.6874,0
3835,customer_148,2024-03-06 18:27:00,zone_07,zone_09,6.166,9.808,8.674,8.877,2.675,19.24,1,1,35670.0,18070.0,53740.0,0.9835,1
3836,customer_045,2024-01-30 01:45:00,zone_10,zone_10,9.036,7.767,9.725,9.4,1.772,8.36,0,0,24812.0,6754.0,31566.0,0.8845,1
3837,customer_183,2024-01-01 11:02:00,zone_09,zone_06,8.462,7.04,5.358,6.903,3.107,14.72,1,0,36002.0,10563.0,46565.0,0.9329,1
3838,customer_067,2024-01-03 03:30:00,zone_06,zone_03,5.154,5.199,2.845,4.071,2.57,13.66,1,0,32250.0,4712.0,36962.0,0.9346,1
3839,customer_066,2024-02-20 21:32:00,zone_08,zone_06,7.167,1.057,5.628,3.411,2.812,11.14,0,0,32442.0,3885.0,36327.0,0.5946,0
3840,customer_081,2024-03-16 13:45:00,zone_04,zone_04,3.924,5.599,3.106,7.234,1.828,6.74,0,0,24338.0,1236.0,25574.0,0.6476,1
3841,customer_140,2024-02-02 12:39:00,zone_08,zone_10,7.76,5.633,9.332,0.933,4.956,14.55,0,0,47011.0,-2003.0,45008.0,0.7151,1
3842,customer_022,2024-03-30 17:25:00,zone_02,zone_06,1.702,0.647,5.436,5.435,6.072,31.42,1,1,62142.0,18674.0,80816.0,0.8858,1
3843,customer_011,2024-02-04 05:06:00,zone_01,zone_08,0.456,6.906,7.987,0.608,9.817,29.5,1,0,83652.0,6386.0,90038.0,0.5748,0
3844,customer_018,2024-03-06 20:22:00,zone_06,zone_07,5.407,1.489,6.1,6.233,4.794,13.9,0,0,45714.0,-195.0,45519.0,0.8793,1
3845,customer_169,2024-01-23 03:15:00,zone_03,zone_03,2.153,5.966,2.884,5.684,0.784,6.82,0,0,18114.0,1338.0,19452.0,0.931,1
3846,customer_009,2024-02-24 15:12:00,zone_08,zone_06,7.287,4.726,5.001,0.598,4.719,14.76,0,0,45694.0,3726.0,49420.0,0.4731,0
3847,customer_182,2024-01-25 23:43:00,zone_02,zone_09,1.013,8.751,8.799,4.199,9.019,27.54,1,0,77884.0,11680.0,89564.0,0.6713,0
3848,customer_084,2024-03-11 04:28:00,zone_01,zone_04,0.085,2.322,3.829,1.924,3.765,11.42,0,0,38300.0,-533.0,37767.0,0.8532,1
3849,customer_105,2024-02-10 15:47:00,zone_07,zone_04,6.757,1.712,3.413,7.981,7.105,26.01,1,0,65635.0,8286.0,73921.0,0.7256,1
3850,customer_009,2024-01-04 05:08:00,zone_06,zone_10,5.008,5.512,9.564,9.133,5.82,18.72,0,0,54280.0,6420.0,60700.0,0.5408,0
3851,customer_092,2024-01-23 22:59:00,zone_10,zone_04,9.52,4.602,3.341,3.147,6.348,19.34,0,0,57758.0,1533.0,59291.0,0.8487,0
3852,customer_070,2024-02-01 07:28:00,zone_03,zone_09,2.475,1.613,8.595,0.293,6.261,24.32,0,1,59726.0,15433.0,75159.0,0.7203,0
3853,customer_036,2024-02-11 22:15:00,zone_02,zone_02,1.233,6.137,1.783,8.977,2.893,10.71,0,0,32713.0,3771.0,36484.0,0.7836,0
3854,customer_154,2024-01-25 16:21:00,zone_01,zone_08,0.231,9.058,7.917,8.445,7.71,32.85,1,1,72685.0,27168.0,99853.0,0.6675,0
3855,customer_038,2024-02-21 05:50:00,zone_05,zone_07,4.442,7.403,6.153,7.968,1.802,5.68,0,0,23652.0,1911.0,25563.0,0.8211,0
3856,customer_036,2024-03-27 04:42:00,zone_02,zone_02,1.008,2.096,1.202,3.564,1.481,5.5,0,0,21636.0,4105.0,25741.0,0.861,1
3857,customer_158,2024-03-05 08:10:00,zone_08,zone_01,7.756,2.384,0.639,0.797,7.292,33.62,1,1,70562.0,17595.0,88157.0,0.7428,1
3858,customer_056,2024-01-29 01:59:00,zone_01,zone_03,0.72,5.576,2.983,9.749,4.747,17.35,0,0,47157.0,6929.0,54086.0,0.781,1
3859,customer_063,2024-03-01 15:07:00,zone_10,zone_07,9.208,6.775,6.575,4.934,3.213,8.92,0,0,33738.0,-2081.0,31657.0,0.8907,1
3860,customer_186,2024-03-28 22:16:00,zone_06,zone_04,5.409,9.79,3.601,3.566,6.481,17.34,0,0,57556.0,2338.0,59894.0,0.7749,0
3861,customer_014,2024-01-22 02:43:00,zone_07,zone_03,6.964,1.048,2.712,7.772,7.956,27.28,1,0,71376.0,7993.0,79369.0,0.7651,1
3862,customer_101,2024-01-21 09:31:00,zone_02,zone_06,1.309,5.463,5.819,6.707,4.678,21.88,0,1,49008.0,12818.0,61826.0,0.8643,1
3863,customer_155,2024-01-04 20:26:00,zone_01,zone_10,0.895,9.874,9.526,0.419,12.802,39.11,1,0,106367.0,9185.0,115552.0,0.6682,1
3864,customer_052,2024-03-16 16:55:00,zone_04,zone_02,3.537,1.109,1.219,9.584,8.786,32.12,0,1,78776.0,13095.0,91871.0,0.503,0
3865,customer_054,2024-03-15 18:47:00,zone_06,zone_07,5.204,9.726,6.446,5.561,4.346,26.02,1,1,49086.0,24076.0,73162.0,0.9727,1
3866,customer_077,2024-02-07 19:57:00,zone_06,zone_10,5.755,4.622,9.124,1.882,4.343,11.11,0,0,41613.0,1823.0,43436.0,0.6381,0
3867,customer_157,2024-03-19 08:16:00,zone_04,zone_06,3.298,7.174,5.411,0.16,7.325,30.41,0,1,69155.0,11438.0,80593.0,0.8076,1
3868,customer_172,2024-02-28 11:51:00,zone_03,zone_10,2.727,4.253,9.642,5.522,7.03,16.38,0,0,60370.0,5996.0,66366.0,0.7444,1
3869,customer_156,2024-03-29 04:12:00,zone_10,zone_06,9.814,8.41,5.979,5.94,4.562,16.26,0,0,45502.0,1798.0,47300.0,0.8919,0
3870,customer_137,2024-03-24 14:48:00,zone_03,zone_07,2.727,9.085,6.726,0.996,9.024,28.49,1,0,78389.0,9565.0,87954.0,0.586,1
3871,customer_190,2024-03-27 13:32:00,zone_02,zone_08,1.379,1.667,7.913,5.449,7.55,22.76,0,0,66680.0,3597.0,70277.0,0.5399,1
3872,customer_012,2024-02-05 20:35:00,zone_04,zone_02,3.595,7.472,1.997,4.317,3.537,15.32,1,0,38882.0,14858.0,53740.0,0.7601,1
3873,customer_025,2024-02-27 13:06:00,zone_04,zone_06,3.039,0.207,5.602,4.376,4.894,11.82,0,0,45274.0,-2215.0,43059.0,0.8517,1
3874,customer_019,2024-01-16 07:52:00,zone_05,zone_07,4.217,2.769,6.143,9.753,7.245,31.85,0,1,69395.0,15112.0,84507.0,0.7541,1
3875,customer_141,2024-03-21 09:16:00,zone_07,zone_02,6.237,5.523,1.201,2.959,5.651,25.8,0,1,56806.0,7173.0,63979.0,0.6994,1
3876,customer_173,2024-01-29 00:35:00,zone_07,zone_05,6.031,6.032,4.555,8.842,3.174,15.45,1,0,36769.0,6601.0,43370.0,0.9513,1
3877,customer_102,2024-02-10 03:09:00,zone_07,zone_08,6.983,3.653,7.707,3.445,0.753,3.28,0,0,16158.0,1717.0,17875.0,0.734,1
3878,customer_179,2024-02-23 18:55:00,zone_02,zone_01,1.567,2.704,0.407,1.795,1.474,15.17,0,1,26429.0,15497.0,41926.0,0.7648,0
3879,customer_026,2024-03-11 06:19:00,zone_01,zone_05,0.459,1.717,4.135,1.523,3.681,9.58,0,0,36876.0,2896.0,39772.0,0.921,1
3880,customer_088,2024-03-06 11:45:00,zone_08,zone_02,7.908,2.397,1.457,9.406,9.526,30.11,1,0,82211.0,7686.0,89897.0,0.7176,1
3881,customer_109,2024-03-26 06:45:00,zone_03,zone_02,2.172,1.302,1.757,0.233,1.147,3.99,0,0,18877.0,-1511.0,17366.0,0.9209,0
3882,customer_056,2024-03-05 21:33:00,zone_04,zone_06,3.157,2.612,5.126,2.192,2.013,21.05,1,0,32603.0,12168.0,44771.0,0.9479,1
3883,customer_055,2024-03-12 17:07:00,zone_05,zone_01,4.557,8.213,0.295,3.405,6.425,28.27,0,1,62685.0,10536.0,73221.0,0.6894,0
3884,customer_026,2024-02-21 07:16:00,zone_08,zone_05,7.163,2.875,4.25,6.568,4.704,28.42,1,1,52434.0,23421.0,75855.0,0.957,1
3885,customer_041,2024-02-07 05:36:00,zone_02,zone_01,1.636,9.077,0.257,3.758,5.495,16.24,0,0,51090.0,5923.0,57013.0,0.7676,1
3886,customer_200,2024-03-23 15:32:00,zone_10,zone_10,9.024,2.452,9.256,0.204,2.26,12.45,1,0,29785.0,8955.0,38740.0,0.9598,1
3887,customer_135,2024-02-03 06:35:00,zone_04,zone_09,3.215,4.92,8.83,5.17,5.621,18.86,0,0,53156.0,-1086.0,52070.0,0.592,0
3888,customer_147,2024-02-25 07:14:00,zone_10,zone_03,9.827,1.676,2.116,8.845,10.529,35.18,0,1,90764.0,14063.0,104827.0,0.2566,0
3889,customer_172,2024-01-27 23:32:00,zone_03,zone_01,2.854,0.171,0.658,8.866,8.968,24.07,0,0,75843.0,7638.0,83481.0,0.7669,0
3890,customer_020,2024-02-13 22:05:00,zone_08,zone_03,7.257,6.255,2.506,9.916,5.998,19.94,0,0,55958.0,-1256.0,54702.0,0.8739,1
3891,customer_140,2024-02-03 20:29:00,zone_04,zone_01,3.767,3.378,0.284,3.424,3.483,11.27,0,0,36533.0,12372.0,48905.0,0.86,1
3892,customer_097,2024-01-24 19:05:00,zone_09,zone_08,8.366,3.451,7.348,1.225,2.448,10.62,1,0,29998.0,15321.0,45319.0,0.9597,1
3893,customer_085,2024-03-14 14:39:00,zone_05,zone_06,4.624,4.078,5.739,0.695,3.562,13.64,1,0,38192.0,9373.0,47565.0,0.8762,1
3894,customer_084,2024-03-10 17:34:00,zone_09,zone_06,8.705,7.778,5.438,8.671,3.387,17.02,0,1,38832.0,18157.0,56989.0,0.7557,1
3895,customer_180,2024-03-04 17:51:00,zone_08,zone_09,7.539,3.997,8.52,7.482,3.62,16.13,0,1,39785.0,7398.0,47183.0,0.6487,0
3896,customer_190,2024-01-08 16:27:00,zone_06,zone_09,5.86,0.864,8.093,6.276,5.855,22.25,0,1,56255.0,16622.0,72877.0,0.7383,0
3897,customer_147,2024-01-23 07:09:00,zone_03,zone_05,2.5,2.788,4.089,4.968,2.698,20.84,1,1,36608.0,17791.0,54399.0,0.9137,1
3898,customer_186,2024-01-20 13:14:00,zone_03,zone_07,2.599,5.761,6.103,4.573,3.7,13.59,0,0,38995.0,4300.0,43295.0,0.7956,1
3899,customer_132,2024-03-05 08:48:00,zone_10,zone_05,9.914,9.935,4.418,4.94,7.427,34.61,0,1,71867.0,13629.0,85496.0,0.6765,1
3900,customer_153,2024-03-21 18:57:00,zone_10,zone_07,9.254,1.431,6.24,3.638,3.736,20.26,0,1,42546.0,12941.0,55487.0,0.9425,1
3901,customer_195,2024-02-04 13:03:00,zone_02,zone_02,1.384,3.235,1.515,4.747,1.518,4.24,0,0,21228.0,7152.0,28380.0,0.8212,1
3902,customer_056,2024-01-30 00:40:00,zone_03,zone_04,2.041,4.856,3.001,2.103,2.916,10.23,0,0,32611.0,1123.0,33734.0,0.7518,0
3903,customer_093,2024-02-20 22:28:00,zone_02,zone_03,1.068,9.446,2.519,1.178,8.394,25.39,0,0,73059.0,-2891.0,70168.0,0.6594,1
3904,customer_185,2024-03-29 07:15:00,zone_03,zone_02,2.013,1.084,1.675,2.113,1.083,15.77,0,1,24383.0,15481.0,39864.0,0.8816,1
3905,customer_162,2024-02-03 23:30:00,zone_03,zone_05,2.902,7.938,4.138,9.71,2.16,10.27,0,0,28095.0,-1902.0,26193.0,0.9489,1
3906,customer_159,2024-01-26 08:56:00,zone_09,zone_08,8.376,7.23,7.265,9.907,2.898,19.39,0,1,37083.0,21100.0,58183.0,0.8086,0
3907,customer_099,2024-02-16 09:11:00,zone_01,zone_04,0.952,3.064,3.961,7.515,5.373,24.62,0,1,54548.0,15333.0,69881.0,0.7699,1
3908,customer_197,2024-03-23 12:50:00,zone_09,zone_10,8.821,7.738,9.826,8.372,1.188,7.44,0,0,20848.0,418.0,21266.0,0.8936,1
3909,customer_126,2024-03-06 21:05:00,zone_10,zone_04,9.719,5.749,3.021,1.036,8.19,21.11,0,0,69695.0,5533.0,75228.0,0.2873,1
3910,customer_188,2024-02-16 17:43:00,zone_03,zone_10,2.817,1.714,9.481,1.23,6.682,23.69,0,1,61937.0,15715.0,77652.0,0.7006,1
3911,customer_172,2024-03-06 10:04:00,zone_05,zone_02,4.562,2.857,1.936,0.927,3.259,15.33,0,0,37219.0,-6888.0,30331.0,0.8364,1
3912,customer_107,2024-01-02 17:03:00,zone_06,zone_04,5.293,3.283,3.208,0.632,3.373,22.34,1,1,41408.0,21212.0,62620.0,0.8707,0
3913,customer_104,2024-03-08 02:02:00,zone_03,zone_02,2.057,3.23,1.641,7.473,4.263,14.73,0,0,42943.0,1453.0,44396.0,0.5948,0
3914,customer_184,2024-01-09 21:48:00,zone_08,zone_03,7.316,7.464,2.379,0.564,8.484,18.61,0,0,70209.0,573.0,70782.0,0.5989,1
3915,customer_054,2024-02-05 12:34:00,zone_06,zone_02,5.8,6.603,1.571,9.49,5.12,18.89,0,0,50165.0,-17.0,50148.0,0.7343,0
3916,customer_145,2024-02-01 22:41:00,zone_02,zone_07,1.122,8.199,6.248,6.54,5.388,18.78,0,0,51718.0,5205.0,56923.0,0.5918,0
3917,customer_137,2024-03-03 03:09:00,zone_09,zone_03,8.96,5.108,2.006,1.709,7.74,19.22,0,0,66050.0,4219.0,70269.0,0.5858,0
3918,customer_156,2024-01-22 11:55:00,zone_04,zone_01,3.022,3.505,0.851,8.175,5.15,15.24,0,0,48520.0,1594.0,50114.0,0.8928,1
3919,customer_177,2024-01-22 16:48:00,zone_02,zone_03,1.562,0.678,2.664,8.237,7.639,33.63,1,1,72649.0,20993.0,93642.0,0.7624,1
3920,customer_191,2024-03-20 15:29:00,zone_10,zone_07,9.819,7.944,6.784,5.639,3.811,10.0,0,0,37866.0,3783.0,41649.0,0.7911,1
3921,customer_038,2024-02-12 02:53:00,zone_02,zone_05,1.029,0.748,4.286,0.91,3.261,15.13,1,0,37131.0,9227.0,46358.0,0.958,1
3922,customer_130,2024-03-07 23:08:00,zone_01,zone_02,0.597,3.015,1.562,4.008,1.385,8.55,0,0,22585.0,-552.0,22033.0,0.877,1
3923,customer_155,2024-02-22 13:17:00,zone_03,zone_01,2.376,6.689,0.635,5.485,2.117,8.94,0,0,27172.0,-760.0,26412.0,0.9422,1
3924,customer_039,2024-02-25 03:02:00,zone_04,zone_08,3.193,7.642,7.294,7.438,4.106,13.13,1,0,41201.0,9519.0,50720.0,0.9531,1
3925,customer_043,2024-03-02 19:09:00,zone_05,zone_08,4.338,0.685,7.041,2.985,3.549,9.8,0,0,36194.0,-717.0,35477.0,0.8553,1
3926,customer_137,2024-03-01 21:50:00,zone_07,zone_05,6.852,6.076,4.615,8.732,3.473,11.43,0,0,36553.0,998.0,37551.0,0.764,1
3927,customer_067,2024-03-23 09:24:00,zone_04,zone_06,3.657,1.371,5.277,2.507,1.979,18.45,1,1,31099.0,24296.0,55395.0,0.9687,0
3928,customer_024,2024-03-11 06:38:00,zone_06,zone_03,5.593,7.572,2.405,9.982,3.996,12.53,0,0,40241.0,-217.0,40024.0,0.6134,0
3929,customer_064,2024-01-28 13:52:00,zone_01,zone_05,0.058,7.299,4.853,1.151,7.797,21.96,0,0,67762.0,4133.0,71895.0,0.5778,1
